﻿"INDEX_KEY","CRTR_YMD","CRTR_WEEK","DWK_NM","CTPV_CD","CTPV_NM","SGG_CD","SGG_NM","TMZN_CD","SEX_DV","AGRDE_CLS","REVISN_LIVE_PUL_CNT"
"LI122200010006LI12220001000627071689","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","17","FEMALE","6","13620.24273"
"LI122200010006LI12220001000627071690","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","0","MALE","7","16545.83186"
"LI122200010006LI12220001000627071691","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","6","FEMALE","10","12845.45388"
"LI122200010006LI12220001000627071692","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","21","MALE","10","14592.11619"
"LI122200010006LI12220001000627071693","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","11","MALE","13","7205.93012"
"LI122200010006LI12220001000627071694","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","20","FEMALE","12","9979.123573"
"LI122200010006LI12220001000627071695","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","22","FEMALE","3","20058.58806"
"LI122200010006LI12220001000627071696","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","12","MALE","10","14113.5595"
"LI122200010006LI12220001000627071697","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","13","FEMALE","5","8981.306318"
"LI122200010006LI12220001000627071698","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","22","MALE","7","15550.53668"
"LI122200010006LI12220001000627071699","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","15","MALE","9","16391.34092"
"LI122200010006LI12220001000627071700","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","7","MALE","5","10580.67133"
"LI122200010006LI12220001000627071701","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","3","MALE","14","9615.642677"
"LI122200010006LI12220001000627071702","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","10","13369.32472"
"LI122200010006LI12220001000627071703","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","9","15914.78729"
"LI122200010006LI12220001000627071704","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","17","FEMALE","2","19693.42968"
"LI122200010006LI12220001000627071705","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","5","FEMALE","5","10037.68782"
"LI122200010006LI12220001000627071706","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","22","FEMALE","1","6303.613905"
"LI122200010006LI12220001000627071707","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","2","MALE","12","9912.544104"
"LI122200010006LI12220001000627071708","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","10","MALE","12","10605.19435"
"LI122200010006LI12220001000627071709","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","8","MALE","6","12262.56756"
"LI122200010006LI12220001000627071710","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","0","MALE","5","10446.60773"
"LI122200010006LI12220001000627071711","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","15","MALE","10","15220.73146"
"LI122200010006LI12220001000627071712","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","1","6667.230543"
"LI122200010006LI12220001000627071713","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","5","FEMALE","5","10235.48874"
"LI122200010006LI12220001000627071714","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","11","MALE","14","9570.527415"
"LI122200010006LI12220001000627071715","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","2","MALE","12","9539.550195"
"LI122200010006LI12220001000627071716","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","3","19628.58077"
"LI122200010006LI12220001000627071717","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","8","MALE","1","6444.319443"
"LI122200010006LI12220001000627071718","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","3","18689.20545"
"LI122200010006LI12220001000627071719","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","22","MALE","4","9764.164471"
"LI122200010006LI12220001000627071720","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","23","MALE","5","10532.79269"
"LI122200010006LI12220001000627071721","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","19","FEMALE","5","10462.4728"
"LI122200010006LI12220001000627071722","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","19","MALE","1","6509.009557"
"LI122200010006LI12220001000627071723","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","15","FEMALE","12","9822.919799"
"LI122200010006LI12220001000627071724","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","1","MALE","9","17232.55327"
"LI122200010006LI12220001000627071725","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","22","MALE","9","17697.46052"
"LI122200010006LI12220001000627071726","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","2","MALE","7","15958.7331"
"LI122200010006LI12220001000627071727","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","11","9713.223282"
"LI122200010006LI12220001000627071728","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","13","MALE","10","14436.14749"
"LI122200010006LI12220001000627071729","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","16","MALE","13","7017.016954"
"LI122200010006LI12220001000627071730","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","9","FEMALE","6","13127.08624"
"LI122200010006LI12220001000627071731","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","22","FEMALE","3","19472.99933"
"LI122200010006LI12220001000627071732","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","10","12735.4531"
"LI122200010006LI12220001000627071733","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","20","MALE","10","14793.17587"
"LI122200010006LI12220001000627071734","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","13","7109.446506"
"LI122200010006LI12220001000627071735","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","20","MALE","8","18276.98521"
"LI122200010006LI12220001000627071736","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","9","FEMALE","6","12106.05776"
"LI122200010006LI12220001000627071737","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","0","MALE","2","19352.5297"
"LI122200010006LI12220001000627071738","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","2","19079.4983"
"LI122200010006LI12220001000627071739","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","12","MALE","8","17736.57867"
"LI122200010006LI12220001000627071740","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","20","FEMALE","14","13992.79467"
"LI122200010006LI12220001000627071741","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","7","MALE","13","7321.355984"
"LI122200010006LI12220001000627071742","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","13","MALE","7","13962.10467"
"LI122200010006LI12220001000627071743","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","9","FEMALE","4","9289.117401"
"LI122200010006LI12220001000627071744","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","18","FEMALE","4","9165.98537"
"LI122200010006LI12220001000627071745","20211227","52","월","36","세종특별자치시","3611","세종특별자치시","23","MALE","5","10313.4319"
"LI122200010006LI12220001000627071746","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","8","18944.0453"
"LI122200010006LI12220001000627071747","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","0","MALE","5","10258.17262"
"LI122200010006LI12220001000627071748","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","2","FEMALE","10","13334.54504"
"LI122200010006LI12220001000627071749","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","11","MALE","6","12094.14041"
"LI122200010006LI12220001000627071750","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","10","13298.47274"
"LI122200010006LI12220001000627071751","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","10","MALE","13","6817.2875"
"LI122200010006LI12220001000627071752","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","8","FEMALE","12","10217.35363"
"LI122200010006LI12220001000627071753","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","12","MALE","3","21042.01512"
"LI122200010006LI12220001000627071754","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","3","20627.35654"
"LI122200010006LI12220001000627071755","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","1","6531.426131"
"LI122200010006LI12220001000627071756","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","13","FEMALE","13","6918.036271"
"LI122200010006LI12220001000627071757","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","18","MALE","2","20304.71234"
"LI122200010006LI12220001000627071758","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","8","19891.94238"
"LI122200010006LI12220001000627071759","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","12","MALE","12","10648.96004"
"LI122200010006LI12220001000627071760","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","14","MALE","13","7206.162847"
"LI122200010006LI12220001000627071761","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","22","MALE","10","14686.25917"
